chemin,pseudo_label,confiance_min
../data/mri_dataset_brain_cancer_oc/sans_label/95ac01c6-796a-4d8b-aef7-ffd7183d08da.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/4fc6fd73-542f-4f22-a4c1-db9804334e69.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/f199a8c8-85b6-49f4-bebc-f5ba26ff7852.jpg,normal,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/0b52ef0e-2a70-40c9-902d-2fd6ce8f37bf.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/ff3d5248-a7a7-47f6-8fe4-a44a45af64f5.jpg,cancer,0.83
../data/mri_dataset_brain_cancer_oc/sans_label/679bb091-0f65-45dc-9947-9209c0e02c75.jpg,cancer,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/11e90ad1-ddfd-4104-9776-db82c455b47c.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/69bbe849-f752-4ee7-890f-6bbba6638e28.jpg,normal,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/851ba783-ca6e-434f-a0d7-6bf1511f4658.jpg,cancer,0.828
../data/mri_dataset_brain_cancer_oc/sans_label/41360b65-66a4-47c0-a2c6-6db7bb2c6518.jpg,cancer,0.814
../data/mri_dataset_brain_cancer_oc/sans_label/f2e48e96-9d99-4e4c-a492-618674724d8d.jpg,cancer,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/de13eaea-429f-4c54-b2f4-b7cf1300f44c.jpg,normal,0.77
../data/mri_dataset_brain_cancer_oc/sans_label/2150e80f-cc5c-4be3-a102-f288c418631c.jpg,cancer,0.804
../data/mri_dataset_brain_cancer_oc/sans_label/4de2f2d2-e55a-419f-9180-cb248afd5546.jpg,cancer,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/1a3bf8e3-abb6-4200-b899-c756bee02d81.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/2bc7df2a-1e79-4217-8c1d-8ed01ea05d34.jpg,normal,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/85dfd9a7-ddb3-49a2-8090-954da201df89.jpg,cancer,0.88
../data/mri_dataset_brain_cancer_oc/sans_label/5ee07b35-5f1b-4871-986f-9890511a6459.jpg,normal,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/68894621-bd4e-4ea1-92e4-049a42ea00d3.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/21012c06-2739-4789-8c6c-7d9dd3a8c0c9.jpg,cancer,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/c1031cf0-6eb2-4413-ae12-cc281fb560c5.jpg,normal,0.832
../data/mri_dataset_brain_cancer_oc/sans_label/1782f7fc-1cda-46c0-a644-e2d6d6ab8301.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/36237878-c00d-4943-9ae5-66858bf5f88c.jpg,normal,0.878
../data/mri_dataset_brain_cancer_oc/sans_label/775a7d3f-98ab-4b64-a6fe-84e280a3480c.jpg,cancer,0.727152562105291
../data/mri_dataset_brain_cancer_oc/sans_label/9e156348-a54a-47bc-8da0-c7f8ab8dc6db.jpg,cancer,0.902
../data/mri_dataset_brain_cancer_oc/sans_label/40e7db67-c2e3-4f79-943d-d6ac5b35cf2e.jpg,normal,0.872
../data/mri_dataset_brain_cancer_oc/sans_label/c803aed7-757d-42f7-92ee-363b9dc79499.jpg,normal,0.8200000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/0e429956-8bfe-4517-8fe8-be42f0eab341.jpg,cancer,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/050d57f6-aebf-45d9-b4c5-045e92c9e88e.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/37930978-9a33-452a-9f2b-514a882cfcb1.jpg,cancer,0.71
../data/mri_dataset_brain_cancer_oc/sans_label/111a5049-e459-445e-919c-28af38320bd1.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/0d525cdf-aa38-4dd1-bc4b-df94ebdad32f.jpg,normal,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/1be11da9-3864-4551-b6b3-e5a860d5bc3d.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/6756262e-9803-41a3-97ed-89deab377693.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/478a4925-c244-4ad7-9df0-a22840d9a508.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/7342eecc-d717-4e59-92f9-b0d2df943564.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/3d93aeef-b3f6-4b56-a9db-271eb2a012bf.jpg,cancer,0.87
../data/mri_dataset_brain_cancer_oc/sans_label/b9c3a1cf-596c-48f5-93a2-6b3df977067d.jpg,normal,0.842
../data/mri_dataset_brain_cancer_oc/sans_label/98d7592f-4da2-4888-97a9-34e488a387af.jpg,cancer,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/bd43b263-5430-4c50-b685-afbed1f0a870.jpg,cancer,0.826
../data/mri_dataset_brain_cancer_oc/sans_label/6543f400-4a2f-4365-b36f-e6fecf3799d4.jpg,cancer,0.772
../data/mri_dataset_brain_cancer_oc/sans_label/6fc428c6-f8f7-441f-ae7f-5bb9f781427c.jpg,cancer,0.824
../data/mri_dataset_brain_cancer_oc/sans_label/02af8a8e-3c79-4a3c-8412-52f483eb9411.jpg,cancer,0.838
../data/mri_dataset_brain_cancer_oc/sans_label/1c33c5bf-5966-4745-9ba0-1b0b2e724c6f.jpg,cancer,0.814
../data/mri_dataset_brain_cancer_oc/sans_label/6aa09275-6dea-49aa-ac72-17be13b76fa5.jpg,cancer,0.848
../data/mri_dataset_brain_cancer_oc/sans_label/8c26875f-0282-44f9-9cc0-b8a7a9679098.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/e1eb7488-1453-4ba7-b7ba-380a7821d501.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/7679d4da-0ea0-419b-b948-05c360d205f6.jpg,cancer,0.7300239390148605
../data/mri_dataset_brain_cancer_oc/sans_label/ae204781-dfdd-42e3-add7-a3b4bd3e1d67.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/7bbf0740-36f6-465d-bb85-15a87c6e29a9.jpg,cancer,0.7058495487600971
../data/mri_dataset_brain_cancer_oc/sans_label/59f4a53f-126b-4239-b6c4-7d352eec2ad5.jpg,cancer,0.798
../data/mri_dataset_brain_cancer_oc/sans_label/84e695d7-b3b6-4478-950b-8adb3128b4fb.jpg,normal,0.846
../data/mri_dataset_brain_cancer_oc/sans_label/a3337a5a-2572-42d5-b94d-737da22ff3a9.jpg,cancer,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/cc16dfb4-6bd5-45ef-b9b9-53df49f47dc0.jpg,normal,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/b88a3666-f80f-4dc9-9857-dd86a147610d.jpg,cancer,0.842
../data/mri_dataset_brain_cancer_oc/sans_label/ae12b9b6-c619-4272-8f67-e7f62d17adfc.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/bfb57862-59ff-4192-9b27-cb09620612b4.jpg,normal,0.8140000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/12098862-5468-4b73-b0ae-8c1708d0054f.jpg,cancer,0.828
../data/mri_dataset_brain_cancer_oc/sans_label/75023beb-d35c-4d49-a65c-db402532043d.jpg,cancer,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/0e330b05-12c4-46f5-bcc8-edde0faa0b9e.jpg,cancer,0.87
../data/mri_dataset_brain_cancer_oc/sans_label/9f4332e0-5d98-4ce4-8ce5-c713eacc0081.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/e958d39e-701e-4744-96a1-8916338904d7.jpg,cancer,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/ac1b0ef1-5707-46b7-a97a-5312e76ce70b.jpg,cancer,0.832
../data/mri_dataset_brain_cancer_oc/sans_label/bbd58dd2-cbac-4bde-8237-53318d52c369.jpg,normal,0.88
../data/mri_dataset_brain_cancer_oc/sans_label/e0f9dcd2-d272-402f-bf67-835a41703e13.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/b187d364-3687-4b99-833a-c1e0c72a1553.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/101076bc-091a-49ae-bd72-2ca97933f5a9.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/72d3d361-d735-460b-baa5-97c6c5a089c8.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/992ac932-5fd5-46bd-8587-9f8ce8004765.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/ab0cb281-58e7-401e-aff2-dcdc6dfe5d59.jpg,cancer,0.836
../data/mri_dataset_brain_cancer_oc/sans_label/e7105e28-cf5d-4fd4-82ab-e5a70966436c.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/0526db38-5dff-48c0-b682-0c4ae12fc125.jpg,cancer,0.75
../data/mri_dataset_brain_cancer_oc/sans_label/009eac4a-c951-4da9-852a-b32e9ce20c6e.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/edb3ee76-6415-4115-b3de-2968b0be5006.jpg,normal,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/921c9dea-28b4-48b6-bc28-111bc8d97291.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/fe4fdff6-284e-41f9-a55d-81725888b3df.jpg,cancer,0.84
../data/mri_dataset_brain_cancer_oc/sans_label/b8b5d78a-1554-4094-bbdb-437564558675.jpg,normal,0.898
../data/mri_dataset_brain_cancer_oc/sans_label/5795682e-91f2-4aa7-917a-55b589fda78b.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/d49fa95c-5618-4044-a9f8-8951b53159cb.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/7b9cfe10-9b62-43d7-8975-6e0aed816a9b.jpg,cancer,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/dc1bf07f-df38-49bf-8310-af79d9ccf51c.jpg,cancer,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/aa6adb98-0db9-490e-8c82-f8f1542ad0f3.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/a6a3b83f-47e0-499f-b71f-8d495ec1c17f.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/5cd3ab20-9d14-41b8-a8f6-6a4656ff6037.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/eec0feb3-3b9f-44d7-9ac0-b214a43c45de.jpg,cancer,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/2c6c06be-eb1f-464a-88f8-6f6ad0f639f2.jpg,cancer,0.798
../data/mri_dataset_brain_cancer_oc/sans_label/0ccc544b-06cd-4130-9864-0a94a632093b.jpg,cancer,0.706
../data/mri_dataset_brain_cancer_oc/sans_label/95f9cab6-25fa-4b75-a824-d41b9e13bd61.jpg,cancer,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/98a27014-e5ce-4fee-a65f-1b24a24a803e.jpg,cancer,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/864095dd-21ec-49e6-8d1b-63a01e980a4e.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/e676b449-e191-429e-bd03-d5488754a242.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/cd80f16b-58b8-46a4-bb62-c5040bf63eeb.jpg,normal,0.846
../data/mri_dataset_brain_cancer_oc/sans_label/694f4feb-433e-458a-8112-64c143ad8193.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/977aebd7-dd30-49b0-9a22-51a3dcaf0cb1.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/f7ae44c4-0045-4695-902e-2077b250d949.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/e50940e5-a20a-4eb7-8c06-cb77a0123158.jpg,cancer,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/4212e469-4106-4e65-bd52-814351f05619.jpg,cancer,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/8e403e4c-9a8d-4dc8-8892-f692aec2e765.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/26677725-4da4-4321-866b-63a12675640b.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/bb2e08a6-de1e-4098-898d-09bc50cfb2d6.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/00366e8d-5520-4d3c-a70b-91a7eec1f521.jpg,cancer,0.77
../data/mri_dataset_brain_cancer_oc/sans_label/b9a10b26-a2f4-409c-86af-7a8e32034822.jpg,normal,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/e29b6621-61bd-41cb-9039-8ba0748c77cc.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/f1c3b35d-c786-4675-a685-8801b87bbf20.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/13eb3ad4-a065-4e25-888f-b125463dba24.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/89503f10-1f72-4fec-8769-2347375e9b36.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/0c0e7e81-ea8a-4854-901e-bf26be7514a0.jpg,cancer,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/2d1efda4-14be-478c-922e-4949e3580eb4.jpg,normal,0.9359999999999999
../data/mri_dataset_brain_cancer_oc/sans_label/aa237812-9888-464b-8331-cc9b67fc76d4.jpg,cancer,0.826
../data/mri_dataset_brain_cancer_oc/sans_label/278518df-2894-4e70-8a6f-96d47064ee24.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/5068407e-c4f6-4d77-9a17-eb936200b368.jpg,cancer,0.892
../data/mri_dataset_brain_cancer_oc/sans_label/3321576b-367a-4938-8d64-67e51250b119.jpg,cancer,0.778
